id,Text,Label
886,"Work-around (horrible horrible invasive work-around) I got around this by subclassing UIApplication to track all screen touches. By holding on to the last touch location, I can, in the delegate, map the location to the link to determine whether or not it should be considered valid: MyCustomApplication.m (use it in main.m) And map it...",negative
887,"@MartinBa I'm not sure it always works, but it sometimes does.",neutral
888,"I'm trying to test if a character in a string is a space, and I'm getting extremely frustrated: I'm not getting any errors and I've looked online, but people on different forums say this is how to test for a space. Uh.",negative
889,http://stackoverflow.com/a/4105631/1104483. Sad :(,negative
890,"What about an equivalent to ""tail -f -n500 ""?",neutral
891,I want to fetch data from webservice and want to display it in to databse,neutral
892,"Typically you would handle that as a POST (not a GET), and read the xml from the request-stream (or there are helpers to let you do this). Otherwise URL encoding and length restrictions are going to make this extremely painful.",neutral
893,"Excellent, now that I know the name I can easily google tutorials! ty! :)",positive
894,"Is it possible to restore infolog from InfologData? Consider the code what should I write instead of to restore ""something awful"",""something terrible"", ""scary\tmouse"" into infolog from infologData? My goal is to perform some operation, store infolog in database, and then show it to user, when they want it.",neutral
895,I really hate regex in principle. can it be done in a plane script or something?,negative
896,Is there any method to refresh state to begin and i can read png image using,neutral
897,Excellent! No one just coped and pasted the output from perldoc -f split!,positive
898,I absolutely *love* your title! But your question will need some more details if you need some help. Do you have any code you've tried?,positive
899,@Java1 I had totally forgotten about the moderators _hating_ the _link-only-answers_.!! :-(,negative
900,"I'm trying to insert the following array ( from a html form ) but i believe i'm working with this array in a very awful way The array: Actual code: ?> current output: What would be a decent way to do it? EDIT : No need to show how to connect to a database, i just need to deal with the array data.",negative
901,"Right, and that code calls which one: phone.dial(phoneNumber) or phoneNumber.dialOn(phone)?",neutral
902,Anyone??? I'm starting to hate VS for that reason!,negative
